timestamp,cpu_usage_system,cpu_usage_total,cpu_usage_user,memory_usage,memory_working_set,rx_bytes,tx_bytes,service,run_id,event_time,is_anomaly,fault_type,root_cause_service
1650161588,0.005,0.00394246,0.005,1.347064971923828e-05,1.347064971923828e-05,2388.5,4066.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:08,0,normal,none
1650161589,0.005,0.004845379,0.0,1.347064971923828e-05,1.347064971923828e-05,3007.5,4889.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:09,0,normal,none
1650161590,0.0,0.00545252,0.0,1.347064971923828e-05,1.347064971923828e-05,3978.0,5430.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:10,0,normal,none
1650161591,0.0,0.006173473,0.01,1.5109777450561523e-05,1.5109777450561523e-05,4112.0,6727.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:11,0,normal,none
1650161592,0.0,0.006173473,0.01,1.5109777450561523e-05,1.5109777450561523e-05,4112.0,6727.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:12,0,normal,none
1650161593,0.005,0.005596673,0.005,1.3500452041625977e-05,1.3500452041625977e-05,3519.0,6140.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:13,0,normal,none
1650161594,0.0,0.002673216,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,7076.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:14,0,normal,none
1650161595,0.0,0.004831831,0.0,1.347064971923828e-05,1.347064971923828e-05,3184.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:15,0,normal,none
1650161596,0.0,0.004831831,0.0,1.347064971923828e-05,1.347064971923828e-05,3184.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:16,0,normal,none
1650161597,0.005,0.0024970425,0.0,1.3500452041625977e-05,1.3500452041625977e-05,1593.0,2715.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:17,0,normal,none
1650161598,0.0,0.007494082,0.0,1.3321638107299805e-05,1.3321638107299805e-05,4779.0,8937.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:18,0,normal,none
1650161599,0.0,0.007494082,0.0,1.3321638107299805e-05,1.3321638107299805e-05,4779.0,8937.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:19,0,normal,none
1650161600,0.0,0.0056878075,0.0,1.3560056686401367e-05,1.3560056686401367e-05,4199.5,5848.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:20,0,normal,none
1650161601,0.0,0.0056878075,0.0,1.3560056686401367e-05,1.3560056686401367e-05,4199.5,5848.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:21,0,normal,none
1650161602,0.0,0.00238927,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2715.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:22,0,normal,none
1650161603,0.0,0.007475863,0.0,1.3500452041625977e-05,1.3500452041625977e-05,4777.0,10839.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:23,0,normal,none
1650161604,0.01,0.002315321,0.0,1.347064971923828e-05,1.347064971923828e-05,1659.0,2715.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:24,0,normal,none
1650161605,0.01,0.002315321,0.0,1.347064971923828e-05,1.347064971923828e-05,1659.0,2715.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:25,0,normal,none
1650161606,0.0,0.00283609,0.005,1.347064971923828e-05,1.347064971923828e-05,1592.5,2712.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:26,0,normal,none
1650161607,0.0,0.00283609,0.005,1.347064971923828e-05,1.347064971923828e-05,1592.5,2712.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:27,0,normal,none
1650161608,0.005,0.0051591335,0.0,1.347064971923828e-05,1.347064971923828e-05,3185.5,5426.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:28,0,normal,none
1650161609,0.01,0.010002319,0.0,1.3321638107299805e-05,1.3321638107299805e-05,6371.0,11653.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:29,0,normal,none
1650161610,0.01,0.010002319,0.0,1.3321638107299805e-05,1.3321638107299805e-05,6371.0,11653.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:30,0,normal,none
1650161611,0.005,0.004515283,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3205.5,4494.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:31,0,normal,none
1650161612,0.0,0.006855221,0.0,1.3560056686401367e-05,1.3560056686401367e-05,5174.0,8145.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:32,0,normal,none
1650161613,0.0,0.006855221,0.0,1.3560056686401367e-05,1.3560056686401367e-05,5174.0,8145.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:33,0,normal,none
1650161614,0.0,0.0026255415,0.005,1.347064971923828e-05,1.347064971923828e-05,1592.5,4900.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:34,0,normal,none
1650161615,0.0,0.0026255415,0.005,1.347064971923828e-05,1.347064971923828e-05,1592.5,4900.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:35,0,normal,none
1650161616,0.005,0.0060516025,0.0,1.3619661331176758e-05,1.3619661331176758e-05,4014.5,6816.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:36,0,normal,none
1650161617,0.0,0.002375138,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:37,0,normal,none
1650161618,0.0,0.007999137,0.0,1.3530254364013672e-05,1.3530254364013672e-05,4779.0,8145.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:38,0,normal,none
1650161619,0.01,0.002830852,0.01,1.347064971923828e-05,1.347064971923828e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:39,0,normal,none
1650161620,0.01,0.009534687,0.0,1.4185905456542969e-05,1.4185905456542969e-05,6073.0,11261.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:40,0,normal,none
1650161621,0.01,0.009534687,0.0,1.4185905456542969e-05,1.4185905456542969e-05,6073.0,11261.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:41,0,normal,none
1650161622,0.0,0.003748773,0.0,1.347064971923828e-05,1.347064971923828e-05,2359.5,3329.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:42,0,normal,none
1650161623,0.0,0.00273912,0.0,1.347064971923828e-05,1.347064971923828e-05,1989.0,7950.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:43,0,normal,none
1650161624,0.0,0.009564841,0.01,1.3530254364013672e-05,1.3530254364013672e-05,6768.0,10856.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:44,0,normal,none
1650161625,0.0,0.004623157,0.0,1.3560056686401367e-05,1.3560056686401367e-05,3186.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:45,0,normal,none
1650161626,0.0,0.004623157,0.0,1.3560056686401367e-05,1.3560056686401367e-05,3186.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:46,0,normal,none
1650161627,0.0,0.002290238,0.0,1.3589859008789062e-05,1.3589859008789062e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:47,0,normal,none
1650161628,0.0,0.002290238,0.0,1.3589859008789062e-05,1.3589859008789062e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:48,0,normal,none
1650161629,0.005,0.0047025935,0.0,1.3709068298339844e-05,1.3709068298339844e-05,3207.0,5448.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:49,0,normal,none
1650161630,0.0,0.002829326,0.0,1.3500452041625977e-05,1.3500452041625977e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:50,0,normal,none
1650161631,0.0,0.005097652,0.0,1.3381242752075195e-05,1.3381242752075195e-05,3185.0,6222.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:51,0,normal,none
1650161632,0.0,0.003760218,0.0,1.3828277587890623e-05,1.3828277587890623e-05,2433.0,3555.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:52,0,normal,none
1650161633,0.0,0.003760218,0.0,1.3828277587890623e-05,1.3828277587890623e-05,2433.0,3555.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:53,0,normal,none
1650161634,0.005,0.003695607,0.0,1.347064971923828e-05,1.347064971923828e-05,3016.5,4567.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:54,0,normal,none
1650161635,0.01,0.009798937,0.0,1.4543533325195312e-05,1.4543533325195312e-05,6372.0,10862.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:55,0,normal,none
1650161636,0.01,0.009798937,0.0,1.4543533325195312e-05,1.4543533325195312e-05,6372.0,10862.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:56,0,normal,none
1650161637,0.0,0.0025767835,0.0,1.3500452041625977e-05,1.3500452041625977e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:57,0,normal,none
1650161638,0.0,0.005037675,0.0,1.3619661331176758e-05,1.3619661331176758e-05,3186.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:58,0,normal,none
1650161639,0.0,0.004554369,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3186.0,5432.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:13:59,0,normal,none
1650161640,0.0,0.004398871,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3186.0,5425.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:00,0,normal,none
1650161641,0.0,0.004641325,0.01,1.4454126358032228e-05,1.4454126358032228e-05,2888.0,5170.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:01,0,normal,none
1650161642,0.0,0.004641325,0.01,1.4454126358032228e-05,1.4454126358032228e-05,2888.0,5170.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:02,0,normal,none
1650161643,0.0,0.004267983,0.0,1.347064971923828e-05,1.347064971923828e-05,1742.0,2843.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:03,0,normal,none
1650161644,0.01,0.010409045,0.01,1.3500452041625977e-05,1.3500452041625977e-05,6015.0,14144.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:04,0,normal,none
1650161645,0.01,0.010409045,0.01,1.3500452041625977e-05,1.3500452041625977e-05,6015.0,14144.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:05,0,normal,none
1650161646,0.0,0.0026150705,0.0,1.3500452041625977e-05,1.3500452041625977e-05,1989.0,2715.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:06,0,normal,none
1650161647,0.0,0.0026150705,0.0,1.3500452041625977e-05,1.3500452041625977e-05,1989.0,2715.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:07,0,normal,none
1650161648,0.0,0.002442999,0.0,1.347064971923828e-05,1.347064971923828e-05,1592.5,2712.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:08,0,normal,none
1650161649,0.01,0.002648561,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:09,0,normal,none
1650161650,0.0,0.009890229,0.0,1.3560056686401367e-05,1.3560056686401367e-05,6370.0,10864.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:10,0,normal,none
1650161651,0.0,0.002607922,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:11,0,normal,none
1650161652,0.0,0.010529849,0.0,1.347064971923828e-05,1.347064971923828e-05,6372.0,10863.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:12,0,normal,none
1650161653,0.0,0.010529849,0.0,1.347064971923828e-05,1.347064971923828e-05,6372.0,10863.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:13,0,normal,none
1650161654,0.0,0.004777211,0.0,1.347064971923828e-05,1.347064971923828e-05,2809.5,7079.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:14,0,normal,none
1650161655,0.0,0.005111084,0.0,1.347064971923828e-05,1.347064971923828e-05,4044.0,5479.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:15,0,normal,none
1650161656,0.0,0.009984829,0.0,1.4007091522216795e-05,1.4007091522216795e-05,6833.0,10915.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:16,0,normal,none
1650161657,0.0,0.009984829,0.0,1.4007091522216795e-05,1.4007091522216795e-05,6833.0,10915.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:17,0,normal,none
1650161658,0.0,0.0023981255,0.0,1.3619661331176758e-05,1.3619661331176758e-05,1593.0,2715.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:18,0,normal,none
1650161659,0.01,0.00487115,0.01,1.3560056686401367e-05,1.3560056686401367e-05,3186.0,5430.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:19,0,normal,none
1650161660,0.0,0.004609745,0.0,1.347064971923828e-05,1.347064971923828e-05,3185.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:20,0,normal,none
1650161661,0.0,0.004609745,0.0,1.347064971923828e-05,1.347064971923828e-05,3185.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:21,0,normal,none
1650161662,0.005,0.0023099455,0.0,1.347064971923828e-05,1.347064971923828e-05,1592.5,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:22,0,normal,none
1650161663,0.005,0.0023099455,0.0,1.347064971923828e-05,1.347064971923828e-05,1592.5,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:23,0,normal,none
1650161664,0.0,0.005978317,0.0,1.3530254364013672e-05,1.3530254364013672e-05,4015.5,7754.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:24,0,normal,none
1650161665,0.0,0.006967185,0.0,1.3500452041625977e-05,1.3500452041625977e-05,4026.0,7063.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:25,0,normal,none
1650161666,0.01,0.009821109,0.01,1.347064971923828e-05,1.347064971923828e-05,7560.0,10864.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:26,0,normal,none
1650161667,0.01,0.009821109,0.01,1.347064971923828e-05,1.347064971923828e-05,7560.0,10864.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:27,0,normal,none
1650161668,0.005,0.0036043455,0.0,1.3560056686401367e-05,1.3560056686401367e-05,2389.0,4073.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:28,0,normal,none
1650161669,0.005,0.0036043455,0.0,1.3560056686401367e-05,1.3560056686401367e-05,2389.0,4073.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:29,0,normal,none
1650161670,0.0,0.0050046295,0.0,1.379847526550293e-05,1.379847526550293e-05,3185.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:30,0,normal,none
1650161671,0.0,0.0050046295,0.0,1.379847526550293e-05,1.379847526550293e-05,3185.0,5431.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:31,0,normal,none
1650161672,0.005,0.004592218,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3186.0,5430.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:32,0,normal,none
1650161673,0.005,0.004592218,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3186.0,5430.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:33,0,normal,none
1650161674,0.0,0.003760404,0.005,1.3679265975952148e-05,1.3679265975952148e-05,2389.0,4566.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:34,0,normal,none
1650161675,0.0,0.002472927,0.0,1.3321638107299805e-05,1.3321638107299805e-05,1593.0,3508.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:35,0,normal,none
1650161676,0.0,0.002472927,0.0,1.3321638107299805e-05,1.3321638107299805e-05,1593.0,3508.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:36,0,normal,none
1650161677,0.0,0.0043167625,0.0,1.347064971923828e-05,1.347064971923828e-05,3205.0,4493.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:37,0,normal,none
1650161678,0.0,0.005701348,0.0,1.3768672943115234e-05,1.3768672943115234e-05,3623.0,5464.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:38,0,normal,none
1650161679,0.0,0.005086102,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3185.0,5429.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:39,0,normal,none
1650161680,0.0,0.005086102,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3185.0,5429.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:40,0,normal,none
1650161681,0.005,0.003511314,0.0,1.347064971923828e-05,1.347064971923828e-05,2389.5,4072.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:41,0,normal,none
1650161682,0.0,0.004408561,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3186.0,5432.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:42,0,normal,none
1650161683,0.0,0.004408561,0.0,1.3500452041625977e-05,1.3500452041625977e-05,3186.0,5432.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:43,0,normal,none
1650161684,0.0,0.002495802,0.0,1.3589859008789062e-05,1.3589859008789062e-05,1592.0,4479.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:44,0,normal,none
1650161685,0.0,0.002510928,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2714.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:45,0,normal,none
1650161686,0.0,0.002510928,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2714.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:46,0,normal,none
1650161687,0.0,0.0033630015,0.0,1.3500452041625977e-05,1.3500452041625977e-05,2013.0,3527.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:47,0,normal,none
1650161688,0.0,0.0033630015,0.0,1.3500452041625977e-05,1.3500452041625977e-05,2013.0,3527.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:48,0,normal,none
1650161689,0.0,0.0024603365,0.0,1.3500452041625977e-05,1.3500452041625977e-05,1989.0,2715.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:49,0,normal,none
1650161690,0.0,0.002553643,0.0,1.347064971923828e-05,1.347064971923828e-05,1989.0,2709.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:50,0,normal,none
1650161691,0.0,0.002885084,0.0,1.347064971923828e-05,1.347064971923828e-05,1593.0,2716.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:51,0,normal,none
1650161692,0.0,0.009070281,0.0,1.3530254364013672e-05,1.3530254364013672e-05,4778.0,8141.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:52,0,normal,none
1650161693,0.0,0.005380832,0.0,1.4156103134155272e-05,1.4156103134155272e-05,2888.0,7008.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:53,0,normal,none
1650161694,0.0,0.005380832,0.0,1.4156103134155272e-05,1.4156103134155272e-05,2888.0,7008.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:54,0,normal,none
1650161695,0.01,0.0062140005,0.005,1.3589859008789062e-05,1.3589859008789062e-05,3367.5,5589.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:55,0,normal,none
1650161696,0.0,0.009287097,0.0,1.3679265975952148e-05,1.3679265975952148e-05,4779.0,8145.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:56,0,normal,none
1650161697,0.0,0.009287097,0.0,1.3679265975952148e-05,1.3679265975952148e-05,4779.0,8145.0,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:57,0,normal,none
1650161698,0.01,0.007430001,0.005,1.3589859008789062e-05,1.3589859008789062e-05,4001.0,6245.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:58,0,normal,none
1650161699,0.01,0.007430001,0.005,1.3589859008789062e-05,1.3589859008789062e-05,4001.0,6245.5,compose-post-service,SN.2022-04-17T181245D2022-04-17T183616,2022-04-17 02:14:59,0,normal,none
